lenght1,angle1,lenght2,angle2,lenght3,angle3,result,radius1,radius2
25.0,0,44.457,135,140.585,135,0,8922918.055,24404481.019
25.0,0,44.457,135,250.0,-135,0,8922918.055,4866701022.874
25.0,0,44.457,135,250.0,-90,0,8922918.055,4966916692.357
25.0,0,44.457,135,250.0,-45,0,8922918.055,1663203572.178
25.0,0,44.457,135,250.0,0,0,8922918.055,13216281.266
25.0,0,44.457,135,250.0,45,0,8922918.055,196247175.03
25.0,0,44.457,135,250.0,90,0,8922918.055,40081063.593
25.0,0,44.457,135,250.0,135,0,8922918.055,51035573.129
25.0,0,79.057,135,25.0,-135,0,20059470.401,5258786128.802
25.0,0,79.057,135,25.0,-90,0,20059470.401,9380678194.862
25.0,0,79.057,135,25.0,-45,0,20059470.401,4989411544.027
25.0,0,79.057,135,25.0,0,0,20059470.401,160934653.42
25.0,0,79.057,135,25.0,45,0,20059470.401,1031201515.222
25.0,0,79.057,135,25.0,90,0,20059470.401,1118665610.19
25.0,0,79.057,135,25.0,135,0,20059470.401,28030002.96
25.0,0,79.057,135,44.457,-135,0,20059470.401,6297230722.582
25.0,0,79.057,135,44.457,-90,0,20059470.401,11137488345.346
25.0,0,79.057,135,44.457,-45,0,20059470.401,5823969684.704
25.0,0,79.057,135,44.457,0,0,20059470.401,160934653.42
25.0,0,79.057,135,44.457,45,0,20059470.401,1301945512.198
25.0,0,79.057,135,44.457,90,0,20059470.401,1371549544.82
25.0,0,79.057,135,44.457,135,0,20059470.401,34239017.802
25.0,0,79.057,135,79.057,-135,0,20059470.401,8374861529.029
25.0,0,79.057,135,79.057,-90,0,20059470.401,14633857132.31
25.0,0,79.057,135,79.057,-45,0,20059470.401,7467395820.712
25.0,0,79.057,135,79.057,0,0,20059470.401,160934653.42
25.0,0,79.057,135,79.057,45,0,20059470.401,1861278029.113
25.0,0,79.057,135,79.057,90,0,20059470.401,1884850829.262
25.0,0,79.057,135,79.057,135,0,20059470.401,46813757.97
25.0,0,79.057,135,140.585,-135,0,20059470.401,12799872004.195
25.0,0,79.057,135,140.585,-90,0,20059470.401,22028530471.244
25.0,0,79.057,135,140.585,-45,0,20059470.401,10893740354.297
25.0,0,79.057,135,140.585,0,0,20059470.401,160934653.42
25.0,0,79.057,135,140.585,45,0,20059470.401,3102175515.52
25.0,0,79.057,135,140.585,90,0,20059470.401,2998764123.067
25.0,0,79.057,135,140.585,135,0,20059470.401,74023873.527
25.0,0,79.057,135,250.0,-135,0,20059470.401,22978703801.248
25.0,0,79.057,135,250.0,-90,0,20059470.401,38901129072.159
25.0,0,79.057,135,250.0,-45,0,20059470.401,18580274145.621
25.0,0,79.057,135,250.0,0,0,20059470.401,160934653.42
25.0,0,79.057,135,250.0,45,0,20059470.401,6087596870.299
25.0,0,79.057,135,250.0,90,0,20059470.401,5615659587.378
25.0,0,79.057,135,250.0,135,0,20059470.401,137745219.834
25.0,0,140.585,135,25.0,-135,0,50856008.23,53616338828.383
25.0,0,140.585,135,25.0,-90,0,50856008.23,128902911871.569
25.0,0,140.585,135,25.0,-45,0,50856008.23,77067169166.868
25.0,0,140.585,135,25.0,0,0,50856008.23,1298600436.003
25.0,0,140.585,135,25.0,45,0,50856008.23,31761246993.855
25.0,0,140.585,135,25.0,90,0,50856008.23,43491598303.823
25.0,0,140.585,135,25.0,135,0,50856008.23,5585642007.183
25.0,0,140.585,135,44.457,-135,0,50856008.23,60137135481.779
25.0,0,140.585,135,44.457,-90,0,50856008.23,144062784957.855
25.0,0,140.585,135,44.457,-45,0,50856008.23,85492902374.006
25.0,0,140.585,135,44.457,0,0,50856008.23,1298600436.003
25.0,0,140.585,135,44.457,45,0,50856008.23,36321298080.272
25.0,0,140.585,135,44.457,90,0,50856008.23,49219495677.749
25.0,0,140.585,135,44.457,135,0,50856008.23,6301219905.963
25.0,0,140.585,135,79.057,-135,0,50856008.23,72657084846.693
25.0,0,140.585,135,79.057,-90,0,50856008.23,173102732242.741
25.0,0,140.585,135,79.057,-45,0,50856008.23,101555760449.245
25.0,0,140.585,135,79.057,0,0,50856008.23,1298600436.003
25.0,0,140.585,135,79.057,45,0,50856008.23,45185679019.565
25.0,0,140.585,135,79.057,90,0,50856008.23,60280326994.948
25.0,0,140.585,135,79.057,135,0,50856008.23,7680227152.623
25.0,0,140.585,135,140.585,-135,0,50856008.23,97843251232.961
25.0,0,140.585,135,140.585,-90,0,50856008.23,231325501458.502
25.0,0,140.585,135,140.585,-45,0,50856008.23,133533564714.775
25.0,0,140.585,135,140.585,0,0,50856008.23,1298600436.003
25.0,0,140.585,135,140.585,45,0,50856008.23,63337445120.673
25.0,0,140.585,135,140.585,90,0,50856008.23,82716461593.881
25.0,0,140.585,135,140.585,135,0,50856008.23,10469276106.202
25.0,0,140.585,135,250.0,-135,0,50856008.23,151873165506.284
25.0,0,140.585,135,250.0,-90,0,50856008.23,355677264306.989
25.0,0,140.585,135,250.0,-45,0,50856008.23,201194997841.06
25.0,0,140.585,135,250.0,0,0,50856008.23,1298600436.003
25.0,0,140.585,135,250.0,45,0,50856008.23,103169980606.398
25.0,0,140.585,135,250.0,90,0,50856008.23,131364796298.551
25.0,0,140.585,135,250.0,135,0,50856008.23,16494122820.531
25.0,0,250.0,135,25.0,-135,0,140384052.312,677213006633.141
25.0,0,250.0,135,25.0,-90,0,140384052.312,1951411569479.387
25.0,0,250.0,135,25.0,-45,0,140384052.312,1225144065346.316
25.0,0,250.0,135,25.0,0,0,140384052.312,8791789163.841
25.0,0,250.0,135,25.0,45,0,140384052.312,740204470611.769
25.0,0,250.0,135,25.0,90,0,140384052.312,1084450884748.656
25.0,0,250.0,135,25.0,135,0,140384052.312,210520485631.03
25.0,0,250.0,135,44.457,-135,0,140384052.312,726133685171.562
25.0,0,250.0,135,44.457,-90,0,140384052.312,2089551149852.944
25.0,0,250.0,135,44.457,-45,0,140384052.312,1308079239599.986
25.0,0,250.0,135,44.457,0,0,140384052.312,8791789163.841
25.0,0,250.0,135,44.457,45,0,140384052.312,799020819205.14
25.0,0,250.0,135,44.457,90,0,140384052.312,1166497448200.32
25.0,0,250.0,135,44.457,135,0,140384052.312,226172676744.654
25.0,0,250.0,135,79.057,-135,0,140384052.312,817342400729.558
25.0,0,250.0,135,79.057,-90,0,140384052.312,2346870803947.74
25.0,0,250.0,135,79.057,-45,0,140384052.312,1462270365468.843
25.0,0,250.0,135,79.057,0,0,140384052.312,8791789163.84
25.0,0,250.0,135,79.057,45,0,140384052.312,909166683771.892
25.0,0,250.0,135,79.057,90,0,140384052.312,1319789260896.346
25.0,0,250.0,135,79.057,135,0,140384052.312,255392968017.053
25.0,0,250.0,135,140.585,-135,0,140384052.312,992861537703.923
25.0,0,250.0,135,140.585,-90,0,140384052.312,2841352969458.754
25.0,0,250.0,135,140.585,-45,0,140384052.312,1757679084139.702
25.0,0,250.0,135,140.585,0,0,140384052.312,8791789163.841
25.0,0,250.0,135,140.585,45,0,140384052.312,1122598107916.45
25.0,0,250.0,135,140.585,90,0,140384052.312,1615751885512.348
25.0,0,250.0,135,140.585,135,0,140384052.312,311738252434.554
25.0,0,250.0,135,250.0,-135,0,140384052.312,1347126903196.984
25.0,0,250.0,135,250.0,-90,0,140384052.312,3837376278132.29
25.0,0,250.0,135,250.0,-45,0,140384052.312,2350094652015.522
25.0,0,250.0,135,250.0,0,0,140384052.312,8791789163.841
25.0,0,250.0,135,250.0,45,0,140384052.312,1557681486783.176
25.0,0,250.0,135,250.0,90,0,140384052.312,2215961323658.104
25.0,0,250.0,135,250.0,135,0,140384052.312,425799934435.085
44.457,0,25.0,45,25.0,-135,0,112044923.293,807213788.008
44.457,0,25.0,45,25.0,-90,1,112044923.293,1524229546.605
44.457,0,25.0,45,25.0,-45,1,112044923.293,1240993020.411
44.457,0,25.0,45,25.0,0,1,112044923.293,395262211.066
44.457,0,25.0,45,25.0,45,1,112044923.293,20783186.105
44.457,0,25.0,45,25.0,90,0,112044923.293,1180770.476
44.457,0,25.0,45,25.0,135,0,112044923.293,605473.466
44.457,0,25.0,45,44.457,-135,0,112044923.293,1459001474.443
44.457,0,25.0,45,44.457,-90,1,112044923.293,2421278546.307
44.457,0,25.0,45,44.457,-45,1,112044923.293,1681037060.73
44.457,0,25.0,45,44.457,0,1,112044923.293,395262211.066
44.457,0,25.0,45,44.457,45,1,112044923.293,2876262.366
44.457,0,25.0,45,44.457,90,1,112044923.293,7053957.448
44.457,0,25.0,45,44.457,135,0,112044923.293,1717097.04
44.457,0,25.0,45,79.057,-135,0,112044923.293,3091138554.767
44.457,0,25.0,45,79.057,-90,1,112044923.293,4526988307.246
44.457,0,25.0,45,79.057,-45,1,112044923.293,2628199513.168
44.457,0,25.0,45,79.057,0,1,112044923.293,395262211.066
44.457,0,25.0,45,79.057,45,1,112044923.293,11527076.191
44.457,0,25.0,45,79.057,90,1,112044923.293,29665476.995
44.457,0,25.0,45,79.057,135,0,112044923.293,5093586.934
44.457,0,25.0,45,140.585,-135,0,112044923.293,7489491147.514
44.457,0,25.0,45,140.585,-90,1,112044923.293,9885839484.376
44.457,0,25.0,45,140.585,-45,0,112044923.293,4833139729.272
44.457,0,25.0,45,140.585,0,0,112044923.293,395262211.066
44.457,0,25.0,45,140.585,45,0,112044923.293,154963312.425
44.457,0,25.0,45,140.585,90,0,112044923.293,108350828.63
44.457,0,25.0,45,140.585,135,0,112044923.293,15524106.548
44.457,0,25.0,45,250.0,-135,1,112044923.293,20041824549.545
44.457,0,25.0,45,250.0,-90,0,112044923.293,24520517025.178
44.457,0,25.0,45,250.0,-45,0,112044923.293,10400584785.525
44.457,0,25.0,45,250.0,0,0,112044923.293,395262211.066
44.457,0,25.0,45,250.0,45,0,112044923.293,814978988.13
44.457,0,25.0,45,250.0,90,0,112044923.293,369950192.728
44.457,0,25.0,45,250.0,135,0,112044923.293,48069780.886
44.457,0,44.457,45,25.0,-135,0,183631828.962,3452387831.777
44.457,0,44.457,45,25.0,-90,1,183631828.962,6395695621.713
44.457,0,44.457,45,25.0,-45,1,183631828.962,4577904199.878
44.457,0,44.457,45,25.0,0,1,183631828.962,963815425.515
44.457,0,44.457,45,25.0,45,1,183631828.962,3477549.523
44.457,0,44.457,45,25.0,90,1,183631828.962,94532590.999
44.457,0,44.457,45,25.0,135,0,183631828.962,4.222026332411177e+17
44.457,0,44.457,45,44.457,-135,1,183631828.962,5007914324.632
44.457,0,44.457,45,44.457,-90,1,183631828.962,8775985965.002
44.457,0,44.457,45,44.457,-45,1,183631828.962,5777651793.625
44.457,0,44.457,45,44.457,0,1,183631828.962,963815425.515
44.457,0,44.457,45,44.457,45,1,183631828.962,46776530.851
44.457,0,44.457,45,44.457,90,1,183631828.962,179649909.338
44.457,0,44.457,45,44.457,135,0,183631828.962,2.3742190950868986e+17
44.457,0,44.457,45,79.057,-135,1,183631828.962,8486655456.788
44.457,0,44.457,45,79.057,-90,1,183631828.962,13937070081.448
44.457,0,44.457,45,79.057,-45,1,183631828.962,8255661641.923
44.457,0,44.457,45,79.057,0,1,183631828.962,963815425.515
44.457,0,44.457,45,79.057,45,1,183631828.962,246033484.068
44.457,0,44.457,45,79.057,90,1,183631828.962,397940070.404
44.457,0,44.457,45,79.057,135,0,183631828.962,1.3351209672803016e+17
44.457,0,44.457,45,140.585,-135,1,183631828.962,16926127143.381
44.457,0,44.457,45,140.585,-90,1,183631828.962,26050231867.203
44.457,0,44.457,45,140.585,-45,1,183631828.962,13751683915.973
44.457,0,44.457,45,140.585,0,1,183631828.962,963815425.515
44.457,0,44.457,45,140.585,45,1,183631828.962,986978203.983
44.457,0,44.457,45,140.585,90,1,183631828.962,997759421.465
44.457,0,44.457,45,140.585,135,0,183631828.962,7.507960188518067e+16
44.457,0,44.457,45,250.0,-135,1,183631828.962,39059798787.861
44.457,0,44.457,45,250.0,-90,1,183631828.962,56873629556.667
44.457,0,44.457,45,250.0,-45,1,183631828.962,26970463090.681
44.457,0,44.457,45,250.0,0,0,183631828.962,963815425.515
44.457,0,44.457,45,250.0,45,1,183631828.962,3527189969.636
44.457,0,44.457,45,250.0,90,1,183631828.962,2733693135.298
44.457,0,44.457,45,250.0,135,0,183631828.962,4.222026332411456e+16
44.457,0,79.057,45,25.0,-135,1,354394994.61,18957163259.036
44.457,0,79.057,45,25.0,-90,0,354394994.61,38170950251.09
44.457,0,79.057,45,25.0,-45,0,354394994.61,25347620593.53
44.457,0,79.057,45,25.0,0,1,354394994.61,2981919589.329
44.457,0,79.057,45,25.0,45,1,354394994.61,1400111235.534
44.457,0,79.057,45,25.0,90,1,354394994.61,2867704111.16
44.457,0,79.057,45,25.0,135,0,354394994.61,88898907.9
44.457,0,79.057,45,44.457,-135,1,354394994.61,23718328630.573
44.457,0,79.057,45,44.457,-90,1,354394994.61,46739698134.483
44.457,0,79.057,45,44.457,-45,1,354394994.61,29882290543.756
44.457,0,79.057,45,44.457,0,1,354394994.61,2981919589.329
44.457,0,79.057,45,44.457,45,1,354394994.61,2208922206.656
44.457,0,79.057,45,44.457,90,1,354394994.61,3872740523.939
44.457,0,79.057,45,44.457,135,0,354394994.61,116009760.684
44.457,0,79.057,45,79.057,-135,1,354394994.61,33501306738.749
44.457,0,79.057,45,79.057,-90,1,354394994.61,64118886646.361
44.457,0,79.057,45,79.057,-45,1,354394994.61,38867496391.1
44.457,0,79.057,45,79.057,0,1,354394994.61,2981919589.329
44.457,0,79.057,45,79.057,45,1,354394994.61,4100747066.266
44.457,0,79.057,45,79.057,90,1,354394994.61,6032244875.247
44.457,0,79.057,45,79.057,135,0,354394994.61,173120381.204
44.457,0,79.057,45,140.585,-135,1,354394994.61,55060471068.359
44.457,0,79.057,45,140.585,-90,1,354394994.61,101795806489.839
44.457,0,79.057,45,140.585,-45,1,354394994.61,57758925457.537
44.457,0,79.057,45,140.585,0,1,354394994.61,2981919589.329
44.457,0,79.057,45,140.585,45,1,354394994.61,8899091935.543
44.457,0,79.057,45,140.585,90,1,354394994.61,11049617780.738
44.457,0,79.057,45,140.585,135,1,354394994.61,302821937.707
44.457,0,79.057,45,250.0,-135,1,354394994.61,106561967257.862
44.457,0,79.057,45,250.0,-90,1,354394994.61,190212060536.002
44.457,0,79.057,45,250.0,-45,1,354394994.61,100566398071.432
44.457,0,79.057,45,250.0,0,1,354394994.61,2981919589.329
44.457,0,79.057,45,250.0,45,1,354394994.61,21967293599.306
44.457,0,79.057,45,250.0,90,1,354394994.61,23694672386.637
44.457,0,79.057,45,250.0,135,1,354394994.61,622468982.807
44.457,0,140.585,45,25.0,-135,1,795493206.518,135964160760.021
44.457,0,140.585,45,25.0,-90,0,795493206.518,314159284008.48
44.457,0,140.585,45,25.0,-45,0,795493206.518,202368409002.754
44.457,0,140.585,45,25.0,0,1,795493206.518,11275247421.926
44.457,0,140.585,45,25.0,45,1,795493206.518,41423738088.666
44.457,0,140.585,45,25.0,90,1,795493206.518,65588062221.039
44.457,0,140.585,45,25.0,135,0,795493206.518,6588445812.18
44.457,0,140.585,45,44.457,-135,1,795493206.518,155031865200.463
44.457,0,140.585,45,44.457,-90,1,795493206.518,355448440886.521
44.457,0,140.585,45,44.457,-45,1,795493206.518,225500248479.899
44.457,0,140.585,45,44.457,0,1,795493206.518,11275247421.926
44.457,0,140.585,45,44.457,45,1,795493206.518,49934092580.066
44.457,0,140.585,45,44.457,90,1,795493206.518,76522598847.387
44.457,0,140.585,45,44.457,135,0,795493206.518,7611757675.439
44.457,0,140.585,45,79.057,-135,1,795493206.518,192029335978.751
44.457,0,140.585,45,79.057,-90,1,795493206.518,435167360708.087
44.457,0,140.585,45,79.057,-45,1,795493206.518,269726675825.38
44.457,0,140.585,45,79.057,0,1,795493206.518,11275247421.926
44.457,0,140.585,45,79.057,45,1,795493206.518,67030530271.279
44.457,0,140.585,45,79.057,90,1,795493206.518,98048713500.631
44.457,0,140.585,45,79.057,135,0,795493206.518,9613896311.733
44.457,0,140.585,45,140.585,-135,1,795493206.518,267591195702.833
44.457,0,140.585,45,140.585,-90,1,795493206.518,596835802334.105
44.457,0,140.585,45,140.585,-45,1,795493206.518,358149187871.012
44.457,0,140.585,45,140.585,0,1,795493206.518,11275247421.926
44.457,0,140.585,45,140.585,45,1,795493206.518,103638884658.775
44.457,0,140.585,45,140.585,90,1,795493206.518,142909890399.636
44.457,0,140.585,45,140.585,135,1,795493206.518,13751033959.343
44.457,0,140.585,45,250.0,-135,1,795493206.518,432860037710.833
44.457,0,140.585,45,250.0,-90,1,795493206.518,947282427624.829
44.457,0,140.585,45,250.0,-45,1,795493206.518,546305929766.798
44.457,0,140.585,45,250.0,0,1,795493206.518,11275247421.926
44.457,0,140.585,45,250.0,45,1,795493206.518,188365802343.172
44.457,0,140.585,45,250.0,90,1,795493206.518,243500786271.5
44.457,0,140.585,45,250.0,135,1,795493206.518,22932123142.233
44.457,0,250.0,45,25.0,-135,1,2014512374.546,1260846579678.662
44.457,0,250.0,45,25.0,-90,0,2014512374.546,3358168926858.544
44.457,0,250.0,45,25.0,-45,0,2014512374.546,2151143587240.4
44.457,0,250.0,45,25.0,0,0,2014512374.546,49448669085.969
44.457,0,250.0,45,25.0,45,0,2014512374.546,877357963523.72
44.457,0,250.0,45,25.0,90,0,2014512374.546,1328271524466.688
44.457,0,250.0,45,25.0,135,0,2014512374.546,216150508595.674
44.457,0,250.0,45,44.457,-135,1,2014512374.546,1359785982268.348
44.457,0,250.0,45,44.457,-90,0,2014512374.546,3612067365017.829
44.457,0,250.0,45,44.457,-45,0,2014512374.546,2300847124315.252
44.457,0,250.0,45,44.457,0,1,2014512374.546,49448669085.969
44.457,0,250.0,45,44.457,45,1,2014512374.546,961083539980.794
44.457,0,250.0,45,44.457,90,1,2014512374.546,1442653878818.962
44.457,0,250.0,45,44.457,135,0,2014512374.546,234075567842.199
44.457,0,250.0,45,79.057,-135,1,2014512374.546,1544958650935.59
44.457,0,250.0,45,79.057,-90,1,2014512374.546,4086423998110.58
44.457,0,250.0,45,79.057,-45,1,2014512374.546,2579500790809.498
44.457,0,250.0,45,79.057,0,1,2014512374.546,49448669085.969
44.457,0,250.0,45,79.057,45,1,2014512374.546,1119395145833.786
44.457,0,250.0,45,79.057,90,1,2014512374.546,1657726525649.718
44.457,0,250.0,45,79.057,135,1,2014512374.546,267714984126.18
44.457,0,250.0,45,140.585,-135,1,2014512374.546,1903434498028.118
44.457,0,250.0,45,140.585,-90,1,2014512374.546,5002226152748.273
44.457,0,250.0,45,140.585,-45,1,2014512374.546,3114355603615.586
44.457,0,250.0,45,140.585,0,1,2014512374.546,49448669085.969
44.457,0,250.0,45,140.585,45,1,2014512374.546,1430716409422.561
44.457,0,250.0,45,140.585,90,1,2014512374.546,2077082278936.977
44.457,0,250.0,45,140.585,135,1,2014512374.546,333111850239.053
44.457,0,250.0,45,250.0,-135,1,2014512374.546,2633217487115.0
44.457,0,250.0,45,250.0,-90,1,2014512374.546,6859333990568.271
44.457,0,250.0,45,250.0,-45,1,2014512374.546,4189873993400.285
44.457,0,250.0,45,250.0,0,1,2014512374.546,49448669085.969
44.457,0,250.0,45,250.0,45,1,2014512374.546,2078578435530.764
44.457,0,250.0,45,250.0,90,1,2014512374.546,2939508584726.266
44.457,0,250.0,45,250.0,135,1,2014512374.546,467043209214.717
44.457,0,25.0,90,25.0,-135,0,172480499.617,2180116240.835
44.457,0,25.0,90,25.0,-90,0,172480499.617,1899361298.663
44.457,0,25.0,90,25.0,-45,1,172480499.617,702556184.057
44.457,0,25.0,90,25.0,0,1,172480499.617,67923780.002
44.457,0,25.0,90,25.0,45,1,172480499.617,55118.82
44.457,0,25.0,90,25.0,90,0,172480499.617,2452991.01
44.457,0,25.0,90,25.0,135,0,172480499.617,189503734.878
44.457,0,25.0,90,44.457,-135,0,172480499.617,3189661113.956
44.457,0,25.0,90,44.457,-90,0,172480499.617,2574208454.783
44.457,0,25.0,90,44.457,-45,0,172480499.617,862520252.492
44.457,0,25.0,90,44.457,0,1,172480499.617,67923780.002
44.457,0,25.0,90,44.457,45,1,172480499.617,3217.581
44.457,0,25.0,90,44.457,90,1,172480499.617,6757179.659
44.457,0,25.0,90,44.457,135,0,172480499.617,341850172.006
44.457,0,25.0,90,79.057,-135,0,172480499.617,5457990755.279
44.457,0,25.0,90,79.057,-90,0,172480499.617,4027202771.801
44.457,0,25.0,90,79.057,-45,0,172480499.617,1187475550.238
44.457,0,25.0,90,79.057,0,0,172480499.617,67923780.002
44.457,0,25.0,90,79.057,45,1,172480499.617,78644.621
44.457,0,25.0,90,79.057,90,1,172480499.617,19685889.838
44.457,0,25.0,90,79.057,135,0,172480499.617,722979859.775
44.457,0,25.0,90,140.585,-135,0,172480499.617,10987662882.512
44.457,0,25.0,90,140.585,-90,0,172480499.617,7410828296.599
44.457,0,25.0,90,140.585,-45,0,172480499.617,1893385262.116
44.457,0,25.0,90,140.585,0,0,172480499.617,67923780.002
44.457,0,25.0,90,140.585,45,0,172480499.617,748200.935
44.457,0,25.0,90,140.585,90,1,172480499.617,59356297.096
44.457,0,25.0,90,140.585,135,0,172480499.617,1749255995.071
44.457,0,25.0,90,250.0,-135,0,172480499.617,25551817355.697
44.457,0,25.0,90,250.0,-90,0,172480499.617,15957186162.391
44.457,0,25.0,90,250.0,-45,0,172480499.617,3553645303.763
44.457,0,25.0,90,250.0,0,0,172480499.617,67923780.002
44.457,0,25.0,90,250.0,45,0,172480499.617,3629078.587
44.457,0,25.0,90,250.0,90,0,172480499.617,182648606.785
44.457,0,25.0,90,250.0,135,0,172480499.617,4676429359.768
44.457,0,44.457,90,25.0,-135,0,282702212.284,6598343246.127
44.457,0,44.457,90,25.0,-90,1,282702212.284,7006930192.827
44.457,0,44.457,90,25.0,-45,1,282702212.284,3149432964.059
44.457,0,44.457,90,25.0,0,1,282702212.284,385379886.055
44.457,0,44.457,90,25.0,45,1,282702212.284,322493.893
44.457,0,44.457,90,25.0,90,1,282702212.284,4.5647231975998624e+17
44.457,0,44.457,90,25.0,135,0,282702212.284,241523792.769
44.457,0,44.457,90,44.457,-135,1,282702212.284,8693656921.298
44.457,0,44.457,90,44.457,-90,1,282702212.284,8846002521.693
44.457,0,44.457,90,44.457,-45,1,282702212.284,3732519127.576
44.457,0,44.457,90,44.457,0,1,282702212.284,385379886.055
44.457,0,44.457,90,44.457,45,1,282702212.284,3637140.087
44.457,0,44.457,90,44.457,90,1,282702212.284,2.566931640461472e+17
44.457,0,44.457,90,44.457,135,0,282702212.284,349129872.821
44.457,0,44.457,90,79.057,-135,1,282702212.284,13132290971.589
44.457,0,44.457,90,79.057,-90,1,282702212.284,12645202583.987
44.457,0,44.457,90,79.057,-45,1,282702212.284,4891668998.9
44.457,0,44.457,90,79.057,0,1,282702212.284,385379886.055
44.457,0,44.457,90,79.057,45,1,282702212.284,18393246.024
44.457,0,44.457,90,79.057,90,1,282702212.284,1.4434911511946557e+17
44.457,0,44.457,90,79.057,135,0,282702212.284,589319223.931
44.457,0,44.457,90,140.585,-135,1,282702212.284,23278707498.268
44.457,0,44.457,90,140.585,-90,0,282702212.284,21073426490.739
44.457,0,44.457,90,140.585,-45,0,282702212.284,7339558558.889
44.457,0,44.457,90,140.585,0,1,282702212.284,385379886.055
44.457,0,44.457,90,140.585,45,1,282702212.284,72656453.082
44.457,0,44.457,90,140.585,90,1,282702212.284,8.117372403883578e+16
44.457,0,44.457,90,140.585,135,0,282702212.284,1170869515.225
44.457,0,44.457,90,250.0,-135,0,282702212.284,48447832427.077
44.457,0,44.457,90,250.0,-90,0,282702212.284,41349445157.803
44.457,0,44.457,90,250.0,-45,0,282702212.284,12915223608.864
44.457,0,44.457,90,250.0,0,0,282702212.284,385379886.055
44.457,0,44.457,90,250.0,45,1,282702212.284,257769895.588
44.457,0,44.457,90,250.0,90,1,282702212.284,4.5647231976000104e+16
44.457,0,44.457,90,250.0,135,0,282702212.284,2693394049.484
44.457,0,79.057,90,25.0,-135,1,545635023.492,28322853442.492
44.457,0,79.057,90,25.0,-90,0,545635023.492,38798622445.258
44.457,0,79.057,90,25.0,-45,0,545635023.492,20261013106.693
44.457,0,79.057,90,25.0,0,1,545635023.492,2179621929.373
44.457,0,79.057,90,25.0,45,1,545635023.492,339878643.749
44.457,0,79.057,90,25.0,90,1,545635023.492,322050227.699
44.457,0,79.057,90,25.0,135,0,545635023.492,65644604.613
44.457,0,79.057,90,44.457,-135,1,545635023.492,34083250288.525
44.457,0,79.057,90,44.457,-90,1,545635023.492,45746761414.809
44.457,0,79.057,90,44.457,-45,1,545635023.492,23080384634.66
44.457,0,79.057,90,44.457,0,1,545635023.492,2179621929.373
44.457,0,79.057,90,44.457,45,1,545635023.492,535886412.133
44.457,0,79.057,90,44.457,90,1,545635023.492,419534916.887
44.457,0,79.057,90,44.457,135,0,545635023.492,81723573.278
44.457,0,79.057,90,79.057,-135,1,545635023.492,45643142053.359
44.457,0,79.057,90,79.057,-90,1,545635023.492,59515455831.04
44.457,0,79.057,90,79.057,-45,1,545635023.492,28547549745.432
44.457,0,79.057,90,79.057,0,1,545635023.492,2179621929.373
44.457,0,79.057,90,79.057,45,1,545635023.492,994204442.175
44.457,0,79.057,90,79.057,90,1,545635023.492,624684127.227
44.457,0,79.057,90,79.057,135,0,545635023.492,114663168.485
44.457,0,79.057,90,140.585,-135,1,545635023.492,70362131338.656
44.457,0,79.057,90,140.585,-90,1,545635023.492,88467958889.202
44.457,0,79.057,90,140.585,-45,1,545635023.492,39703800249.783
44.457,0,79.057,90,140.585,0,1,545635023.492,2179621929.373
44.457,0,79.057,90,140.585,45,1,545635023.492,2156307129.028
44.457,0,79.057,90,140.585,90,1,545635023.492,1090034531.013
44.457,0,79.057,90,140.585,135,0,545635023.492,186983773.248
44.457,0,79.057,90,250.0,-135,1,545635023.492,127482731798.195
44.457,0,79.057,90,250.0,-90,1,545635023.492,154083642733.111
44.457,0,79.057,90,250.0,-45,1,545635023.492,64078240456.351
44.457,0,79.057,90,250.0,0,1,545635023.492,2179621929.373
44.457,0,79.057,90,250.0,45,1,545635023.492,5320482879.464
44.457,0,79.057,90,250.0,90,1,545635023.492,2235506498.48
44.457,0,79.057,90,250.0,135,1,545635023.492,359058052.633
44.457,0,140.585,90,25.0,-135,1,1224840876.809,172837921835.745
44.457,0,140.585,90,25.0,-90,0,1224840876.809,309765469761.443
44.457,0,140.585,90,25.0,-45,0,1224840876.809,178439519842.137
44.457,0,140.585,90,25.0,0,1,1224840876.809,12299007552.574
44.457,0,140.585,90,25.0,45,1,1224840876.809,18809289217.397
44.457,0,140.585,90,25.0,90,1,1224840876.809,24271493893.616
44.457,0,140.585,90,25.0,135,0,1224840876.809,334812387.963
44.457,0,140.585,90,44.457,-135,1,1224840876.809,194256578987.617
44.457,0,140.585,90,44.457,-90,1,1224840876.809,345196527224.612
44.457,0,140.585,90,44.457,-45,1,1224840876.809,195675445337.256
44.457,0,140.585,90,44.457,0,1,1224840876.809,12299007552.574
44.457,0,140.585,90,44.457,45,1,1224840876.809,22674570959.052
44.457,0,140.585,90,44.457,90,1,1224840876.809,28028813173.49
44.457,0,140.585,90,44.457,135,0,1224840876.809,382779356.553
44.457,0,140.585,90,79.057,-135,1,1224840876.809,235434702683.386
44.457,0,140.585,90,79.057,-90,1,1224840876.809,412941112967.764
44.457,0,140.585,90,79.057,-45,1,1224840876.809,228288394141.624
44.457,0,140.585,90,79.057,0,1,1224840876.809,12299007552.574
44.457,0,140.585,90,79.057,45,1,1224840876.809,30439735769.825
44.457,0,140.585,90,79.057,90,1,1224840876.809,35378046752.165
44.457,0,140.585,90,79.057,135,0,1224840876.809,476007493.147
44.457,0,140.585,90,140.585,-135,1,1224840876.809,318430874913.446
44.457,0,140.585,90,140.585,-90,1,1224840876.809,548392426553.401
