lenght1,angle1,lenght2,angle2,result,radius1
135.364,0,1.0,160,0,543254028.127
135.364,0,1.0,170,0,72871504.062
135.364,0,1.847,0,0,0.0
135.364,0,1.847,10,0,792983757.293
135.364,0,1.847,20,0,3041303135.888
135.364,0,1.847,30,0,6375761112.631
135.364,0,1.847,40,0,10252558508.373
135.364,0,1.847,50,0,14046912467.167
135.364,0,1.847,60,0,17159378555.726
135.364,0,1.847,70,0,19115723805.108
135.364,0,1.847,80,0,19642530538.8
135.364,0,1.847,90,0,18705320399.916
135.364,0,1.847,100,0,16503006431.705
135.364,0,1.847,110,0,13420593697.962
135.364,0,1.847,120,0,9949740652.493
135.364,0,1.847,130,0,6592632286.951
135.364,0,1.847,140,0,3767520784.419
135.364,0,1.847,150,0,1733731275.984
135.364,0,1.847,160,0,550031617.022
135.364,0,1.847,170,0,73783693.803
135.364,0,3.411,0,0,0.0
135.364,0,3.411,10,0,811165096.805
135.364,0,3.411,20,0,3111033469.688
135.364,0,3.411,30,0,6521943389.483
135.364,0,3.411,40,0,10487627797.724
135.364,0,3.411,50,0,14368979181.642
135.364,0,3.411,60,0,17552809334.042
135.364,0,3.411,70,0,19554012201.742
135.364,0,3.411,80,0,20092901103.567
135.364,0,3.411,90,0,19134206850.602
135.364,0,3.411,100,0,16881402654.225
135.364,0,3.411,110,0,13728320337.702
135.364,0,3.411,120,0,10177890437.525
135.364,0,3.411,130,0,6743811467.416
135.364,0,3.411,140,0,3853924912.105
135.364,0,3.411,150,0,1773501591.981
135.364,0,3.411,160,0,562656973.591
135.364,0,3.411,170,0,75482979.049
135.364,0,6.3,0,0,0.0
135.364,0,6.3,10,0,845291323.783
135.364,0,6.3,20,0,3241916743.074
135.364,0,6.3,30,0,6796326348.843
135.364,0,6.3,40,0,10928850980.62
135.364,0,6.3,50,0,14973495867.215
135.364,0,6.3,60,0,18291275853.467
135.364,0,6.3,70,0,20376676195.664
135.364,0,6.3,80,0,20938243337.28
135.364,0,6.3,90,0,19939223694.649
135.364,0,6.3,100,0,17591649864.143
135.364,0,6.3,110,0,14305921408.966
135.364,0,6.3,120,0,10606126457.407
135.364,0,6.3,130,0,7027574297.378
135.364,0,6.3,140,0,4016105446.717
135.364,0,6.3,150,0,1848150734.824
135.364,0,6.3,160,0,586355089.324
135.364,0,6.3,170,0,78672748.416
135.364,0,11.635,0,0,0.0
135.364,0,11.635,10,0,910158994.683
135.364,0,11.635,20,0,3490701740.849
135.364,0,11.635,30,0,7317877842.298
135.364,0,11.635,40,0,11767535075.429
135.364,0,11.635,50,0,16122570965.295
135.364,0,11.635,60,0,19694965125.335
135.364,0,11.635,70,0,21940409652.445
135.364,0,11.635,80,0,22545084312.986
135.364,0,11.635,90,0,21469413930.638
135.364,0,11.635,100,0,18941700870.063
135.364,0,11.635,110,0,15403836862.091
135.364,0,11.635,120,0,11420126665.446
135.364,0,11.635,130,0,7566957623.571
135.364,0,11.635,140,0,4324383072.314
135.364,0,11.635,150,0,1990046956.881
135.364,0,11.635,160,0,631402263.961
135.364,0,11.635,170,0,84736666.633
135.364,0,21.488,0,1,0.0
135.364,0,21.488,10,0,1036264096.573
135.364,0,21.488,20,0,3974348807.363
135.364,0,21.488,30,0,8331792947.889
135.364,0,21.488,40,0,13397967680.568
135.364,0,21.488,50,1,18356415374.192
135.364,0,21.488,60,1,22423789424.178
135.364,0,21.488,70,1,24980366626.038
135.364,0,21.488,80,0,25668845066.896
135.364,0,21.488,90,0,24444164187.108
135.364,0,21.488,100,0,21566255218.459
135.364,0,21.488,110,0,17538231627.547
135.364,0,21.488,120,0,13002580580.429
135.364,0,21.488,130,0,8615546498.795
135.364,0,21.488,140,0,4923693582.461
135.364,0,21.488,150,0,2265904823.976
135.364,0,21.488,160,0,718980315.724
135.364,0,21.488,170,0,96527642.591
135.364,0,39.685,0,1,0.0
135.364,0,39.685,10,1,1290661723.865
135.364,0,39.685,20,1,4950032361.736
135.364,0,39.685,30,1,10377210923.986
135.364,0,39.685,40,1,16687115552.098
135.364,0,39.685,50,1,22862855114.65
135.364,0,39.685,60,1,27928777194.616
135.364,0,39.685,70,1,31113019846.591
135.364,0,39.685,80,1,31970563406.528
135.364,0,39.685,90,1,30445281058.252
135.364,0,39.685,100,1,26860909911.445
135.364,0,39.685,110,1,21844068279.186
135.364,0,39.685,120,0,16194963717.042
135.364,0,39.685,130,0,10730939521.93
135.364,0,39.685,140,0,6132735018.379
135.364,0,39.685,150,0,2822426568.699
135.364,0,39.685,160,0,895670821.573
135.364,0,39.685,170,0,120322219.803
135.364,0,73.293,0,1,0.0
135.364,0,73.293,10,1,1833846648.507
135.364,0,73.293,20,1,7033293330.673
135.364,0,73.293,30,1,14744549194.53
135.364,0,73.293,40,1,23710044372.848
135.364,0,73.293,50,1,32484926695.838
135.364,0,73.293,60,1,39682936557.22
135.364,0,73.293,70,1,44207368353.043
135.364,0,73.293,80,1,45425908669.464
135.364,0,73.293,90,1,43258801169.601
135.364,0,73.293,100,1,38166018511.658
135.364,0,73.293,110,1,31037882373.965
135.364,0,73.293,120,1,23011360045.631
135.364,0,73.293,130,1,15247768531.573
135.364,0,73.293,140,0,8714334357.74
135.364,0,73.293,150,0,4010766586.842
135.364,0,73.293,160,0,1272984678.969
135.364,0,73.293,170,0,171153233.441
135.364,0,135.364,0,1,0.0
135.364,0,135.364,10,1,3087224074.833
135.364,0,135.364,20,1,11840335031.304
135.364,0,135.364,30,1,24822010377.279
135.364,0,135.364,40,1,39915181256.502
135.364,0,135.364,50,1,54687494690.948
135.364,0,135.364,60,1,66805232887.563
135.364,0,135.364,70,1,74422126698.56
135.364,0,135.364,80,1,76473688439.341
135.364,0,135.364,90,1,72825634467.028
135.364,0,135.364,100,1,64252290972.457
135.364,0,135.364,110,1,52252459233.454
135.364,0,135.364,120,1,38740160773.433
135.364,0,135.364,130,1,25670413663.637
135.364,0,135.364,140,1,14671499364.421
135.364,0,135.364,150,0,6753006727.278
135.364,0,135.364,160,0,2143761966.651
135.364,0,135.364,170,0,288518376.366
135.364,0,250.0,0,1,0.0
135.364,0,250.0,10,1,6255309381.285
135.364,0,250.0,20,1,23990801304.869
135.364,0,250.0,30,1,50294200410.309
135.364,0,250.0,40,1,80875940792.853
135.364,0,250.0,50,1,110807629994.904
135.364,0,250.0,60,1,135360722142.227
135.364,0,250.0,70,1,150794322715.346
135.364,0,250.0,80,1,154951559637.882
135.364,0,250.0,90,1,147560315379.082
135.364,0,250.0,100,1,130189475918.309
135.364,0,250.0,110,1,105875844550.921
135.364,0,250.0,120,1,78497540578.186
135.364,0,250.0,130,1,52015759416.028
135.364,0,250.0,140,1,29729682947.354
135.364,0,250.0,150,0,13684926564.929
135.364,0,250.0,160,0,4345156466.863
135.364,0,250.0,170,0,585378770.668
250.0,0,1.0,0,0,0.0
250.0,0,1.0,10,0,16677986895.057
250.0,0,1.0,20,0,63962783592.865
250.0,0,1.0,30,0,134084804166.647
250.0,0,1.0,40,0,215600838654.79
250.0,0,1.0,50,0,295365131725.37
250.0,0,1.0,60,0,360767709440.678
250.0,0,1.0,70,0,401836562534.949
250.0,0,1.0,80,0,412828412003.282
250.0,0,1.0,90,0,393029931774.691
250.0,0,1.0,100,0,346639189039.65
250.0,0,1.0,110,0,281767979289.145
250.0,0,1.0,120,0,208767753490.252
250.0,0,1.0,130,0,138204786935.417
250.0,0,1.0,140,0,78871346183.839
250.0,0,1.0,150,0,36207740076.834
250.0,0,1.0,160,0,11427870354.74
250.0,0,1.0,170,0,1504017304.011
250.0,0,1.847,0,0,0.0
250.0,0,1.847,10,0,16790737816.565
250.0,0,1.847,20,0,64395201771.003
250.0,0,1.847,30,0,134991280225.377
250.0,0,1.847,40,0,217058402215.651
250.0,0,1.847,50,0,297361941405.974
250.0,0,1.847,60,0,363206674856.151
250.0,0,1.847,70,0,404553177925.346
250.0,0,1.847,80,0,415619344106.581
250.0,0,1.847,90,0,395687024326.321
250.0,0,1.847,100,0,348982665806.755
250.0,0,1.847,110,0,283672902537.575
250.0,0,1.847,120,0,210179165093.54
250.0,0,1.847,130,0,139139160851.281
250.0,0,1.847,140,0,79404595647.155
250.0,0,1.847,150,0,36452557233.428
250.0,0,1.847,160,0,11505154255.613
250.0,0,1.847,170,0,1514199007.142
250.0,0,3.411,0,0,0.0
250.0,0,3.411,10,0,16999932573.574
250.0,0,3.411,20,0,65197497793.058
250.0,0,3.411,30,0,136673129357.237
250.0,0,3.411,40,0,219762722967.826
250.0,0,3.411,50,0,301066763635.055
250.0,0,3.411,60,0,367731859919.026
250.0,0,3.411,70,0,409593506667.045
250.0,0,3.411,80,0,420797557959.72
250.0,0,3.411,90,0,400616916260.679
250.0,0,3.411,100,0,353330684264.146
250.0,0,3.411,110,0,287207241695.132
250.0,0,3.411,120,0,212797857233.788
250.0,0,3.411,130,0,140872771245.94
250.0,0,3.411,140,0,80393971457.066
250.0,0,3.411,150,0,36906784132.58
250.0,0,3.411,160,0,11648544772.711
250.0,0,3.411,170,0,1533089963.252
250.0,0,6.3,0,0,0.0
250.0,0,6.3,10,0,17389760041.172
250.0,0,6.3,20,0,66692549732.639
250.0,0,6.3,30,0,139807199260.324
250.0,0,6.3,40,0,224802134746.479
250.0,0,6.3,50,0,307970576694.207
250.0,0,6.3,60,0,376164391936.362
250.0,0,6.3,70,0,418985991950.053
250.0,0,6.3,80,0,430446987760.182
250.0,0,6.3,90,0,409803606650.079
250.0,0,6.3,100,0,361433073008.278
250.0,0,6.3,110,0,293793366321.467
250.0,0,6.3,120,0,217677704228.162
250.0,0,6.3,130,0,144103297883.761
250.0,0,6.3,140,0,82237641628.28
250.0,0,6.3,150,0,37753221922.423
250.0,0,6.3,160,0,11915749014.429
250.0,0,6.3,170,0,1568293046.754
250.0,0,11.635,0,0,0.0
250.0,0,11.635,10,0,18121253833.532
250.0,0,11.635,20,0,69497947782.316
250.0,0,11.635,30,0,145688141199.685
250.0,0,11.635,40,0,234258365556.047
250.0,0,11.635,50,0,320925273301.765
250.0,0,11.635,60,0,391987661639.723
250.0,0,11.635,70,0,436610571539.959
250.0,0,11.635,80,0,448553712915.044
250.0,0,11.635,90,0,427042022759.44
250.0,0,11.635,100,0,376636846342.661
250.0,0,11.635,110,0,306151938515.506
250.0,0,11.635,120,0,226834523204.735
250.0,0,11.635,130,0,150165241112.117
250.0,0,11.635,140,0,85697210487.579
250.0,0,11.635,150,0,39341528195.959
250.0,0,11.635,160,0,12417148467.174
250.0,0,11.635,170,0,1634351461.728
250.0,0,21.488,0,0,0.0
250.0,0,21.488,10,0,19511837076.038
250.0,0,21.488,20,0,74831061451.836
250.0,0,21.488,30,0,156867920918.931
250.0,0,21.488,40,0,252234836059.09
250.0,0,21.488,50,0,345552392914.56
250.0,0,21.488,60,0,422067993172.921
250.0,0,21.488,70,0,470115228383.128
250.0,0,21.488,80,0,482974939686.538
250.0,0,21.488,90,0,459812580459.384
250.0,0,21.488,100,0,405539512886.234
250.0,0,21.488,110,0,329645827032.157
250.0,0,21.488,120,0,244241820843.522
250.0,0,21.488,130,0,161689122885.777
250.0,0,21.488,140,0,92273929424.056
250.0,0,21.488,150,0,42360940085.588
250.0,0,21.488,160,0,13370327020.208
250.0,0,21.488,170,0,1759934446.472
250.0,0,39.685,0,1,0.0
250.0,0,39.685,10,0,22215159647.096
250.0,0,39.685,20,0,85198744798.475
250.0,0,39.685,30,1,178601644509.155
250.0,0,39.685,40,1,287181468522.423
250.0,0,39.685,50,1,393428027571.414
250.0,0,39.685,60,1,480544789028.168
250.0,0,39.685,70,1,535248989613.413
250.0,0,39.685,80,1,549890539369.84
250.0,0,39.685,90,1,523519253628.203
250.0,0,39.685,100,1,461726933735.542
250.0,0,39.685,110,1,375318478269.086
250.0,0,39.685,120,0,278082017784.914
250.0,0,39.685,130,0,184091838526.714
250.0,0,39.685,140,0,105059254989.069
250.0,0,39.685,150,0,48230779835.285
250.0,0,39.685,160,0,15223355358.087
250.0,0,39.685,170,0,2004085988.494
250.0,0,73.293,0,1,0.0
250.0,0,73.293,10,1,27668834167.761
250.0,0,73.293,20,1,106114477228.411
250.0,0,73.293,30,1,222447192926.449
250.0,0,73.293,40,1,357682702875.872
250.0,0,73.293,50,1,490012199798.674
250.0,0,73.293,60,1,598515725333.576
250.0,0,73.293,70,1,666649687127.075
250.0,0,73.293,80,1,684885936730.661
250.0,0,73.293,90,1,652040999497.935
250.0,0,73.293,100,1,575079389520.416
250.0,0,73.293,110,1,467458492315.841
250.0,0,73.293,120,1,346351289061.022
250.0,0,73.293,130,1,229287173205.454
250.0,0,73.293,140,0,130852486411.108
250.0,0,73.293,150,0,60072707848.148
250.0,0,73.293,160,0,18961744623.492
250.0,0,73.293,170,0,2496687175.582
250.0,0,135.364,0,1,0.0
250.0,0,135.364,10,1,39313499084.973
250.0,0,135.364,20,1,150773670110.816
250.0,0,135.364,30,1,316066046762.696
250.0,0,135.364,40,1,508216690062.689
250.0,0,135.364,50,1,696238404570.862
250.0,0,135.364,60,1,850406912170.694
250.0,0,135.364,70,1,947216111131.195
250.0,0,135.364,80,1,973127826603.308
250.0,0,135.364,90,1,926460457377.901
250.0,0,135.364,100,1,817109518855.641
250.0,0,135.364,110,1,664195965097.6
250.0,0,135.364,120,1,492120085939.825
250.0,0,135.364,130,1,325788596957.203
250.0,0,135.364,140,1,185926580850.536
250.0,0,135.364,150,0,85357958124.548
250.0,0,135.364,160,0,26944237825.01
250.0,0,135.364,170,0,3548645441.087
250.0,0,250.0,0,1,0.0
250.0,0,250.0,10,1,66182140768.176
250.0,0,250.0,20,1,253819305352.687
250.0,0,250.0,30,1,532080135467.142
250.0,0,250.0,40,1,855555539941.898
250.0,0,250.0,50,1,1172080327320.473
250.0,0,250.0,60,1,1431615336273.112
250.0,0,250.0,70,1,1594589326324.826
250.0,0,250.0,80,1,1638211467419.336
250.0,0,250.0,90,1,1559650772396.744
250.0,0,250.0,100,1,1375565655550.075
250.0,0,250.0,110,1,1118145029816.333
250.0,0,250.0,120,1,828465283170.416
250.0,0,250.0,130,1,548455372604.824
250.0,0,250.0,140,1,313004758277.739
250.0,0,250.0,150,1,143701796697.498
250.0,0,250.0,160,0,45363747196.278
250.0,0,250.0,170,0,5976377078.275
