lenght1,angle1,lenght2,angle2,result,radius1
11.635,0,1.847,130,0,51424.936
11.635,0,1.847,140,0,34227.597
11.635,0,1.847,150,0,30631.675
11.635,0,1.847,160,0,1633.943
11.635,0,1.847,170,0,3.02
11.635,0,3.411,0,1,0.0
11.635,0,3.411,10,1,6483.181
11.635,0,3.411,20,0,24828.086
11.635,0,3.411,30,0,52111.53
11.635,0,3.411,40,0,83988.321
11.635,0,3.411,50,0,115449.507
11.635,0,3.411,60,0,141661.574
11.635,0,3.411,70,0,158758.601
11.635,0,3.411,80,0,164448.13
11.635,0,3.411,90,0,158327.167
11.635,0,3.411,100,0,141859.565
11.635,0,3.411,110,0,118030.992
11.635,0,3.411,120,0,90765.175
11.635,0,3.411,130,0,64267.393
11.635,0,3.411,140,0,42754.289
11.635,0,3.411,150,0,37237.068
11.635,0,3.411,160,0,2321.38
11.635,0,3.411,170,0,1.589
11.635,0,6.3,0,1,0.0
11.635,0,6.3,10,1,9213.753
11.635,0,6.3,20,1,35311.473
11.635,0,6.3,30,1,74128.281
11.635,0,6.3,40,1,119486.331
11.635,0,6.3,50,0,164263.477
11.635,0,6.3,60,0,201586.016
11.635,0,6.3,70,0,225954.631
11.635,0,6.3,80,0,234105.649
11.635,0,6.3,90,0,225460.39
11.635,0,6.3,100,0,202093.252
11.635,0,6.3,110,0,168241.329
11.635,0,6.3,120,0,129473.71
11.635,0,6.3,130,0,91752.414
11.635,0,6.3,140,0,61003.081
11.635,0,6.3,150,0,51351.712
11.635,0,6.3,160,0,3964.627
11.635,0,6.3,170,0,0.343
11.635,0,11.635,0,1,0.0
11.635,0,11.635,10,1,15517.74
11.635,0,11.635,20,1,59514.469
11.635,0,11.635,30,1,124959.648
11.635,0,11.635,40,1,201445.779
11.635,0,11.635,50,1,276973.371
11.635,0,11.635,60,0,339959.496
11.635,0,11.635,70,0,381133.954
11.635,0,11.635,80,0,394989.911
11.635,0,11.635,90,0,380541.031
11.635,0,11.635,100,0,341268.207
11.635,0,11.635,110,0,284293.797
11.635,0,11.635,120,0,218980.831
11.635,0,11.635,130,0,155340.174
11.635,0,11.635,140,0,103222.57
11.635,0,11.635,150,0,83832.364
11.635,0,11.635,160,0,8340.048
11.635,0,11.635,170,0,0.037
11.635,0,21.488,0,1,0.0
11.635,0,21.488,10,1,31463.156
11.635,0,21.488,20,1,120734.892
11.635,0,21.488,30,1,253538.91
11.635,0,21.488,40,1,408772.8
11.635,0,21.488,50,1,562103.837
11.635,0,21.488,60,1,690039.91
11.635,0,21.488,70,0,773772.928
11.635,0,21.488,80,0,802119.57
11.635,0,21.488,90,0,773056.765
11.635,0,21.488,100,0,693614.676
11.635,0,21.488,110,0,578203.193
11.635,0,21.488,120,0,445769.084
11.635,0,21.488,130,0,316545.583
11.635,0,21.488,140,0,210254.941
11.635,0,21.488,150,0,165486.602
11.635,0,21.488,160,0,21234.46
11.635,0,21.488,170,0,3.346
11.635,0,39.685,0,1,0.0
11.635,0,39.685,10,1,75588.258
11.635,0,39.685,20,1,290150.073
11.635,0,39.685,30,1,609364.915
11.635,0,39.685,40,1,982543.856
11.635,0,39.685,50,1,1351233.875
11.635,0,39.685,60,1,1658993.078
11.635,0,39.685,70,0,1860620.147
11.635,0,39.685,80,0,1929216.989
11.635,0,39.685,90,0,1859877.647
11.635,0,39.685,100,0,1669433.291
11.635,0,39.685,110,0,1392434.098
11.635,0,39.685,120,0,1074315.856
11.635,0,39.685,130,0,763552.671
11.635,0,39.685,140,0,507040.717
11.635,0,39.685,150,0,389888.131
11.635,0,39.685,160,0,62115.001
11.635,0,39.685,170,0,40.931
11.635,0,73.293,0,1,0.0
11.635,0,73.293,10,0,207143.762
11.635,0,73.293,20,0,795253.53
11.635,0,73.293,30,0,1670263.625
11.635,0,73.293,40,0,2693295.918
11.635,0,73.293,50,0,3704190.798
11.635,0,73.293,60,0,4548282.88
11.635,0,73.293,70,0,5101682.873
11.635,0,73.293,80,0,5290625.618
11.635,0,73.293,90,0,5101578.256
11.635,0,73.293,100,0,4580545.647
11.635,0,73.293,110,0,3822065.016
11.635,0,73.293,120,0,2950474.932
11.635,0,73.293,130,0,2098340.128
11.635,0,73.293,140,0,1393245.645
11.635,0,73.293,150,0,1055059.81
11.635,0,73.293,160,0,197095.692
11.635,0,73.293,170,0,256.778
11.635,0,135.364,0,0,0.0
11.635,0,135.364,10,0,620876.663
11.635,0,135.364,20,0,2383780.394
11.635,0,135.364,30,0,5006783.127
11.635,0,135.364,40,0,8073701.496
11.635,0,135.364,50,0,11104558.785
11.635,0,135.364,60,0,13635812.486
11.635,0,135.364,70,0,15296107.921
11.635,0,135.364,80,0,15864255.181
11.635,0,135.364,90,0,15299523.196
11.635,0,135.364,100,0,13739566.221
11.635,0,135.364,110,0,11467450.598
11.635,0,135.364,120,0,8855506.205
11.635,0,135.364,130,0,6300530.034
11.635,0,135.364,140,0,4183172.74
11.635,0,135.364,150,0,3138549.715
11.635,0,135.364,160,0,651051.273
11.635,0,135.364,170,0,1204.238
11.635,0,250.0,0,0,0.0
11.635,0,250.0,10,0,1967431.506
11.635,0,250.0,20,0,7553899.088
11.635,0,250.0,30,0,15866112.791
11.635,0,250.0,40,0,25585445.835
11.635,0,250.0,50,0,35191115.723
11.635,0,250.0,60,0,43214351.601
11.635,0,250.0,70,0,48478391.803
11.635,0,250.0,80,0,50282168.485
11.635,0,250.0,90,0,48496295.362
11.635,0,250.0,100,0,43556513.25
11.635,0,250.0,110,0,36359231.966
11.635,0,250.0,120,0,28083600.379
11.635,0,250.0,130,0,19985943.769
11.635,0,250.0,140,0,13269157.873
11.635,0,250.0,150,0,9902506.573
11.635,0,250.0,160,0,2189355.872
11.635,0,250.0,170,0,4873.075
21.488,0,1.0,0,0,0.0
21.488,0,1.0,10,0,87726.063
21.488,0,1.0,20,0,336476.065
21.488,0,1.0,30,0,705793.717
21.488,0,1.0,40,0,1135985.924
21.488,0,1.0,50,0,1558365.604
21.488,0,1.0,60,0,1906857.946
21.488,0,1.0,70,0,2128926.254
21.488,0,1.0,80,0,2193879.736
21.488,0,1.0,90,0,2097122.344
21.488,0,1.0,100,0,1859660.042
21.488,0,1.0,110,0,1523062.32
21.488,0,1.0,120,0,1140909.82
21.488,0,1.0,130,0,768402.753
21.488,0,1.0,140,0,452158.334
21.488,0,1.0,150,0,222398.603
21.488,0,1.0,160,0,93057.878
21.488,0,1.0,170,0,1768.386
21.488,0,1.847,0,0,0.0
21.488,0,1.847,10,0,94465.444
21.488,0,1.847,20,0,362333.754
21.488,0,1.847,30,0,760038.92
21.488,0,1.847,40,0,1223303.263
21.488,0,1.847,50,0,1678163.857
21.488,0,1.847,60,0,2053469.834
21.488,0,1.847,70,0,2292647.093
21.488,0,1.847,80,0,2362644.07
21.488,0,1.847,90,0,2258507.015
21.488,0,1.847,100,0,2002849.778
21.488,0,1.847,110,0,1640428.9
21.488,0,1.847,120,0,1228935.02
21.488,0,1.847,130,0,827803.706
21.488,0,1.847,140,0,487229.158
21.488,0,1.847,150,0,239747.763
21.488,0,1.847,160,0,100264.423
21.488,0,1.847,170,0,2018.4
21.488,0,3.411,0,1,0.0
21.488,0,3.411,10,0,107565.468
21.488,0,3.411,20,0,412596.066
21.488,0,3.411,30,0,865481.315
21.488,0,3.411,40,0,1393032.296
21.488,0,3.411,50,0,1911031.172
21.488,0,3.411,60,0,2338460.411
21.488,0,3.411,70,0,2610898.031
21.488,0,3.411,80,0,2690703.393
21.488,0,3.411,90,0,2572227.033
21.488,0,3.411,100,0,2281207.604
21.488,0,3.411,110,0,1868595.923
21.488,0,3.411,120,0,1400070.913
21.488,0,3.411,130,0,943300.2
21.488,0,3.411,140,0,555430.418
21.488,0,3.411,150,0,273495.928
21.488,0,3.411,160,0,114282.759
21.488,0,3.411,170,0,2530.881
21.488,0,6.3,0,1,0.0
21.488,0,6.3,10,1,134000.489
21.488,0,6.3,20,1,514022.49
21.488,0,6.3,30,0,1078258.844
21.488,0,6.3,40,0,1735539.253
21.488,0,6.3,50,0,2380953.037
21.488,0,6.3,60,0,2913572.993
21.488,0,6.3,70,0,3253140.688
21.488,0,6.3,80,0,3352754.404
21.488,0,6.3,90,0,3205359.407
21.488,0,6.3,100,0,2842998.047
21.488,0,6.3,110,0,2329118.455
21.488,0,6.3,120,0,1745517.033
21.488,0,6.3,130,0,1176471.073
21.488,0,6.3,140,0,693155.127
21.488,0,6.3,150,0,341678.054
21.488,0,6.3,160,0,142603.668
21.488,0,6.3,170,0,3655.876
21.488,0,11.635,0,1,0.0
21.488,0,11.635,10,1,190445.679
21.488,0,11.635,20,1,730593.313
21.488,0,11.635,30,1,1532595.006
21.488,0,11.635,40,1,2466888.768
21.488,0,11.635,50,1,3384382.56
21.488,0,11.635,60,1,4141639.16
21.488,0,11.635,70,0,4624585.723
21.488,0,11.635,80,0,4766543.938
21.488,0,11.635,90,0,4557454.26
21.488,0,11.635,100,0,4042812.814
21.488,0,11.635,110,0,3312745.232
21.488,0,11.635,120,0,2483455.21
21.488,0,11.635,130,0,1674679.176
21.488,0,11.635,140,0,987539.493
21.488,0,11.635,150,0,487514.618
21.488,0,11.635,160,0,203176.5
21.488,0,11.635,170,0,6366.165
21.488,0,21.488,0,1,0.0
21.488,0,21.488,10,1,320711.753
21.488,0,21.488,20,1,1230404.9
21.488,0,21.488,30,1,2581140.173
21.488,0,21.488,40,1,4154762.574
21.488,0,21.488,50,1,5700225.387
21.488,0,21.488,60,1,6975991.151
21.488,0,21.488,70,1,7789949.769
21.488,0,21.488,80,1,8029776.129
21.488,0,21.488,90,0,7678463.627
21.488,0,21.488,100,0,6812539.329
21.488,0,21.488,110,0,5583674.552
21.488,0,21.488,120,0,4187457.357
21.488,0,21.488,130,0,2825438.624
21.488,0,21.488,140,0,1667839.947
21.488,0,21.488,150,0,824821.881
21.488,0,21.488,160,0,343260.87
21.488,0,21.488,170,0,13634.486
21.488,0,39.685,0,1,0.0
21.488,0,39.685,10,1,650042.931
21.488,0,39.685,20,1,2494006.011
21.488,0,39.685,30,1,5232047.602
21.488,0,39.685,40,1,8422060.473
21.488,0,39.685,50,1,11555265.217
21.488,0,39.685,60,1,14142128.805
21.488,0,39.685,70,1,15793253.932
21.488,0,39.685,80,1,16280898.262
21.488,0,39.685,90,0,15570458.025
21.488,0,39.685,100,0,13816861.449
21.488,0,39.685,110,0,11327317.328
21.488,0,39.685,120,0,8498048.848
21.488,0,39.685,130,0,5737392.782
21.488,0,39.685,140,0,3390221.579
21.488,0,39.685,150,0,1679604.638
21.488,0,39.685,160,0,698200.397
21.488,0,39.685,170,0,35130.493
21.488,0,73.293,0,1,0.0
21.488,0,73.293,10,1,1561008.332
21.488,0,73.293,20,1,5989277.978
21.488,0,73.293,30,1,12564831.849
21.488,0,73.293,40,1,20226145.339
21.488,0,73.293,50,1,27751580.672
21.488,0,73.293,60,1,33965661.823
21.488,0,73.293,70,1,37933279.063
21.488,0,73.293,80,1,39107394.696
21.488,0,73.293,90,1,37404644.553
21.488,0,73.293,100,0,33196699.63
21.488,0,73.293,110,0,27220855.622
21.488,0,73.293,120,0,20428164.88
21.488,0,73.293,130,0,13798824.86
21.488,0,73.293,140,0,8160706.771
21.488,0,73.293,150,0,4049063.592
21.488,0,73.293,160,0,1681940.512
21.488,0,73.293,170,0,103267.016
21.488,0,135.364,0,1,0.0
21.488,0,135.364,10,0,4276095.663
21.488,0,135.364,20,0,16406798.833
21.488,0,135.364,30,0,34420036.957
21.488,0,135.364,40,0,55408275.933
21.488,0,135.364,50,1,76025370.792
21.488,0,135.364,60,1,93051515.995
21.488,0,135.364,70,1,103925144.692
21.488,0,135.364,80,0,107147486.512
21.488,0,135.364,90,0,102489656.324
21.488,0,135.364,100,0,90969035.462
21.488,0,135.364,110,0,74604438.805
21.488,0,135.364,120,0,56000219.938
21.488,0,135.364,130,0,37840679.769
21.488,0,135.364,140,0,22393005.966
21.488,0,135.364,150,0,11122592.852
21.488,0,135.364,160,0,4618321.403
21.488,0,135.364,170,0,327750.99
21.488,0,250.0,0,0,0.0
21.488,0,250.0,10,0,12812611.878
21.488,0,250.0,20,0,49160640.282
21.488,0,250.0,30,0,103135500.665
21.488,0,250.0,40,0,166025895.456
21.488,0,250.0,50,0,227806287.526
21.488,0,250.0,60,0,278829476.803
21.488,0,250.0,70,0,311420171.426
21.488,0,250.0,80,0,321087067.396
21.488,0,250.0,90,0,307143338.629
21.488,0,250.0,100,0,272635953.326
21.488,0,250.0,110,0,223612250.583
21.488,0,250.0,120,0,167874016.659
21.488,0,250.0,130,0,113462798.414
21.488,0,250.0,140,0,67170641.845
21.488,0,250.0,150,0,33386754.321
21.488,0,250.0,160,0,13859867.881
21.488,0,250.0,170,0,1080966.607
39.685,0,1.0,0,0,0.0
39.685,0,1.0,10,0,1779036.588
39.685,0,1.0,20,0,6823946.126
39.685,0,1.0,30,0,14309347.493
39.685,0,1.0,40,0,23018964.825
39.685,0,1.0,50,0,31554462.601
39.685,0,1.0,60,0,38572674.707
39.685,0,1.0,70,0,43008657.746
39.685,0,1.0,80,0,44244875.67
39.685,0,1.0,90,0,42197047.652
39.685,0,1.0,100,0,37302776.897
39.685,0,1.0,110,0,30417108.069
39.685,0,1.0,120,0,22636272.582
39.685,0,1.0,130,0,15083896.12
39.685,0,1.0,140,0,8700469.468
39.685,0,1.0,150,0,4075815.114
39.685,0,1.0,160,0,1356603.557
39.685,0,1.0,170,0,283325.935
39.685,0,1.847,0,0,0.0
39.685,0,1.847,10,0,1853909.849
39.685,0,1.847,20,0,7111151.764
39.685,0,1.847,30,0,14911611.001
39.685,0,1.847,40,0,23987831.556
39.685,0,1.847,50,0,32882635.142
39.685,0,1.847,60,0,40196331.543
39.685,0,1.847,70,0,44819157.006
39.685,0,1.847,80,0,46107577.764
39.685,0,1.847,90,0,43973750.781
39.685,0,1.847,100,0,38873675.307
39.685,0,1.847,110,0,31698357.343
39.685,0,1.847,120,0,23590140.552
39.685,0,1.847,130,0,15719919.853
39.685,0,1.847,140,0,9067755.157
39.685,0,1.847,150,0,4248288.724
39.685,0,1.847,160,0,1414363.603
39.685,0,1.847,170,0,295130.764
39.685,0,3.411,0,0,0.0
39.685,0,3.411,10,0,1996220.56
39.685,0,3.411,20,0,7657040.224
39.685,0,3.411,30,0,16056326.87
39.685,0,3.411,40,0,25829347.568
39.685,0,3.411,50,0,35407082.829
39.685,0,3.411,60,0,43282408.124
39.685,0,3.411,70,0,48260370.236
39.685,0,3.411,80,0,49648021.475
39.685,0,3.411,90,0,47350747.359
39.685,0,3.411,100,0,41859511.134
39.685,0,3.411,110,0,34133668.719
39.685,0,3.411,120,0,25403207.409
39.685,0,3.411,130,0,16928865.037
39.685,0,3.411,140,0,9765909.338
39.685,0,3.411,150,0,4576156.985
39.685,0,3.411,160,0,1524183.181
39.685,0,3.411,170,0,317574.326
39.685,0,6.3,0,1,0.0
39.685,0,6.3,10,0,2272932.555
39.685,0,6.3,20,0,8718477.929
39.685,0,6.3,30,0,18282139.726
39.685,0,6.3,40,0,29410039.495
39.685,0,6.3,50,0,40315693.114
39.685,0,6.3,60,0,49283079.692
39.685,0,6.3,70,0,54951601.948
39.685,0,6.3,80,0,56532229.485
39.685,0,6.3,90,0,53917178.642
39.685,0,6.3,100,0,47665393.585
39.685,0,6.3,110,0,38869126.768
39.685,0,6.3,120,0,28928777.11
39.685,0,6.3,130,0,19279771.117
39.685,0,6.3,140,0,11123609.762
39.685,0,6.3,150,0,5213835.914
39.685,0,6.3,160,0,1737837.22
39.685,0,6.3,170,0,361233.843
39.685,0,11.635,0,1,0.0
39.685,0,11.635,10,1,2831118.317
39.685,0,11.635,20,1,10859620.559
39.685,0,11.635,30,1,22772077.15
39.685,0,11.635,40,1,36633069.602
39.685,0,11.635,50,1,50217448.137
39.685,0,11.635,60,1,61387808.314
39.685,0,11.635,70,0,68449414.753
39.685,0,11.635,80,0,70419414.273
39.685,0,11.635,90,0,67163449.695
39.685,0,11.635,100,0,59377584.489
39.685,0,11.635,110,0,48422136.506
39.685,0,11.635,120,0,36041245.739
39.685,0,11.635,130,0,24022709.779
39.685,0,11.635,140,0,13863004.539
39.685,0,11.635,150,0,6500701.328
39.685,0,11.635,160,0,2169205.86
39.685,0,11.635,170,0,449363.554
39.685,0,21.488,0,1,0.0
39.685,0,21.488,10,1,4022973.129
39.685,0,21.488,20,1,15431456.797
39.685,0,21.488,30,1,32359153.071
39.685,0,21.488,40,1,52055986.254
39.685,0,21.488,50,1,71360172.824
39.685,0,21.488,60,1,87234570.006
39.685,0,21.488,70,1,97270982.384
39.685,0,21.488,80,1,100072688.31
39.685,0,21.488,90,0,95448563.373
39.685,0,21.488,100,0,84387413.616
39.685,0,21.488,110,0,68821892.439
39.685,0,21.488,120,0,51230060.152
39.685,0,21.488,130,0,34152068.902
39.685,0,21.488,140,0,19714208.964
39.685,0,21.488,150,0,9250122.309
39.685,0,21.488,160,0,3091475.726
39.685,0,21.488,170,0,637707.346
39.685,0,39.685,0,1,0.0
39.685,0,39.685,10,1,6773172.729
39.685,0,39.685,20,1,25980962.784
39.685,0,39.685,30,1,54481370.711
39.685,0,39.685,40,1,87644557.287
39.685,0,39.685,50,1,120147514.515
39.685,0,39.685,60,1,146876993.858
39.685,0,39.685,70,1,163778498.685
39.685,0,39.685,80,1,168500271.418
39.685,0,39.685,90,1,160720118.856
39.685,0,39.685,100,1,142102235.201
39.685,0,39.685,110,0,115899800.911
39.685,0,39.685,120,0,86284258.873
39.685,0,39.685,130,0,57531701.989
39.685,0,39.685,140,0,33221640.869
39.685,0,39.685,150,0,15599318.99
39.685,0,39.685,160,0,5223145.774
39.685,0,39.685,170,0,1072743.096
39.685,0,73.293,0,1,0.0
39.685,0,73.293,10,1,13725231.551
39.685,0,73.293,20,1,52648443.603
39.685,0,73.293,30,1,110402978.45
39.685,0,73.293,40,1,177607407.607
39.685,0,73.293,50,1,243475644.427
39.685,0,73.293,60,1,297646480.824
39.685,0,73.293,70,1,331903850.073
39.685,0,73.293,80,1,341481719.461
39.685,0,73.293,90,1,325726360.364
39.685,0,73.293,100,1,288008927.55
39.685,0,73.293,110,1,234920312.264
39.685,0,73.293,120,0,174912184.865
39.685,0,73.293,130,0,116648503.906
39.685,0,73.293,140,0,67382084.934
39.685,0,73.293,150,0,31662491.461
39.685,0,73.293,160,0,10621316.901
39.685,0,73.293,170,0,2173492.577
39.685,0,135.364,0,1,0.0
39.685,0,135.364,10,1,32953057.182
39.685,0,135.364,20,1,126404775.414
39.685,0,135.364,30,1,265070090.282
39.685,0,135.364,40,1,426426119.319
39.685,0,135.364,50,1,584577498.474
39.685,0,135.364,60,1,714648595.531
39.685,0,135.364,70,1,796913411.415
39.685,0,135.364,80,1,819928326.27
39.685,0,135.364,90,1,782122124.105
39.685,0,135.364,100,1,691586251.686
39.685,0,135.364,110,1,564142038.903
39.685,0,135.364,120,0,420078379.099
39.685,0,135.364,130,0,280194301.312
39.685,0,135.364,140,0,161901653.697
39.685,0,135.364,150,0,76123077.35
39.685,0,135.364,160,0,25575501.405
39.685,0,135.364,170,0,5220314.407
39.685,0,250.0,0,1,0.0
39.685,0,250.0,10,0,90252832.141
39.685,0,250.0,20,0,346202147.091
39.685,0,250.0,30,1,725986247.529
39.685,0,250.0,40,1,1167920975.629
39.685,0,250.0,50,1,1601085480.827
39.685,0,250.0,60,1,1957351065.688
39.685,0,250.0,70,1,2182691692.374
39.685,0,250.0,80,1,2245763671.943
39.685,0,250.0,90,1,2142260416.194
39.685,0,250.0,100,1,1894338285.107
39.685,0,250.0,110,1,1545323639.41
39.685,0,250.0,120,0,1150778727.209
39.685,0,250.0,130,0,767663860.369
39.685,0,250.0,140,0,443664117.399
39.685,0,250.0,150,0,208693848.628
39.685,0,250.0,160,0,70194440.892
39.685,0,250.0,170,0,14305178.071
73.293,0,1.0,0,0,0.0
73.293,0,1.0,10,0,37062651.702
73.293,0,1.0,20,0,142152143.016
73.293,0,1.0,30,0,298032704.045
73.293,0,1.0,40,0,479313894.689
73.293,0,1.0,50,0,656817408.698
73.293,0,1.0,60,0,802537237.204
73.293,0,1.0,70,0,894300520.44
73.293,0,1.0,80,0,919298228.518
73.293,0,1.0,90,0,875869419.254
73.293,0,1.0,100,0,773249706.448
73.293,0,1.0,110,0,629372522.592
73.293,0,1.0,120,0,467170218.74
73.293,0,1.0,130,0,310094312.722
73.293,0,1.0,140,0,177709905.348
73.293,0,1.0,150,0,82193830.873
73.293,0,1.0,160,0,26385641.457
73.293,0,1.0,170,0,3750469.138
73.293,0,1.847,0,0,0.0
73.293,0,1.847,10,0,37912659.511
73.293,0,1.847,20,0,145412326.641
73.293,0,1.847,30,0,304867962.079
73.293,0,1.847,40,0,490306845.654
73.293,0,1.847,50,0,671881518.089
73.293,0,1.847,60,0,820943692.282
73.293,0,1.847,70,0,914811989.613
73.293,0,1.847,80,0,940383588.988
73.293,0,1.847,90,0,895959404.671
73.293,0,1.847,100,0,790986790.394
73.293,0,1.847,110,0,643810384.836
73.293,0,1.847,120,0,477888392.359
73.293,0,1.847,130,0,317210104.952
73.293,0,1.847,140,0,181789291.822
73.293,0,1.847,150,0,84082045.929
73.293,0,1.847,160,0,26993070.671
73.293,0,1.847,170,0,3837654.6
73.293,0,3.411,0,0,0.0
73.293,0,3.411,10,0,39507540.262
73.293,0,3.411,20,0,151529452.016
73.293,0,3.411,30,0,317693047.546
73.293,0,3.411,40,0,510933068.01
73.293,0,3.411,50,0,700146514.585
73.293,0,3.411,60,0,855479985.819
73.293,0,3.411,70,0,953297962.615
73.293,0,3.411,80,0,979946378.909
73.293,0,3.411,90,0,933654578.221
73.293,0,3.411,100,0,824267202.522
73.293,0,3.411,110,0,670900439.475
73.293,0,3.411,120,0,497999156.312
73.293,0,3.411,130,0,330561675.554
73.293,0,3.411,140,0,189443607.433
73.293,0,3.411,150,0,87625021.385
73.293,0,3.411,160,0,28132865.773
73.293,0,3.411,170,0,4001276.946
73.293,0,6.3,0,0,0.0
73.293,0,6.3,10,0,42539989.238
73.293,0,6.3,20,0,163160335.42
73.293,0,6.3,30,0,342078209.717
73.293,0,6.3,40,0,550151042.948
73.293,0,6.3,50,0,753888601.913
73.293,0,6.3,60,0,921146126.317
73.293,0,6.3,70,0,1026473928.909
73.293,0,6.3,80,0,1055169823.915
73.293,0,6.3,90,0,1005327067.79
73.293,0,6.3,100,0,887545684.821
73.293,0,6.3,110,0,722408849.629
73.293,0,6.3,120,0,536237426.209
73.293,0,6.3,130,0,355948264.299
73.293,0,6.3,140,0,203997615.905
73.293,0,6.3,150,0,94361819.563
73.293,0,6.3,160,0,30300258.667
73.293,0,6.3,170,0,4312500.535
73.293,0,11.635,0,1,0.0
73.293,0,11.635,10,0,48434579.417
73.293,0,11.635,20,0,185768894.011
73.293,0,11.635,30,0,389479037.156
73.293,0,11.635,40,0,626384495.923
73.293,0,11.635,50,0,858354651.013
73.293,0,11.635,60,0,1048790718.921
73.293,0,11.635,70,0,1168716563.949
73.293,0,11.635,80,0,1201392617.472
73.293,0,11.635,90,0,1144647588.066
73.293,0,11.635,100,0,1010549816.945
73.293,0,11.635,110,0,822534035.638
73.293,0,11.635,120,0,610567713.87
73.293,0,11.635,130,0,405296984.064
73.293,0,11.635,140,0,232289471.881
73.293,0,11.635,150,0,107458098.657
73.293,0,11.635,160,0,34514073.307
73.293,0,11.635,170,0,4917859.594
73.293,0,21.488,0,1,0.0
73.293,0,21.488,10,1,60326177.749
73.293,0,21.488,20,1,231378842.784
73.293,0,21.488,30,1,485104334.036
73.293,0,21.488,40,1,780176129.256
73.293,0,21.488,50,1,1069102247.285
73.293,0,21.488,60,1,1306298494.701
73.293,0,21.488,70,1,1455674570.185
73.293,0,21.488,80,1,1496380715.081
73.293,0,21.488,90,1,1425711891.783
73.293,0,21.488,100,0,1258698509.207
73.293,0,21.488,110,0,1024527866.243
73.293,0,21.488,120,0,760523911.361
73.293,0,21.488,130,0,504856061.098
73.293,0,21.488,140,0,289368699.753
73.293,0,21.488,150,0,133881552.031
73.293,0,21.488,160,0,43017358.85
73.293,0,21.488,170,0,6140361.905
73.293,0,39.685,0,1,0.0
73.293,0,39.685,10,1,85716459.122
73.293,0,39.685,20,1,328762707.298
73.293,0,39.685,30,1,689278343.131
73.293,0,39.685,40,1,1108544052.784
73.293,0,39.685,50,1,1519080108.687
73.293,0,39.685,60,1,1856117245.73
73.293,0,39.685,70,1,2068375399.997
73.293,0,39.685,80,1,2126228884.975
73.293,0,39.685,90,1,2025832869.396
73.293,0,39.685,100,1,1788541961.257
73.293,0,39.685,110,1,1455825735.03
73.293,0,39.685,120,0,1080714996.886
73.293,0,39.685,130,0,717442221.358
73.293,0,39.685,140,0,411253428.263
73.293,0,39.685,150,0,190309900.425
73.293,0,39.685,160,0,61180726.723
73.293,0,39.685,170,0,8754534.579
73.293,0,73.293,0,1,0.0
73.293,0,73.293,10,1,144303641.068
73.293,0,73.293,20,1,553472643.5
73.293,0,73.293,30,1,1160403217.536
73.293,0,73.293,40,1,1866243135.717
73.293,0,73.293,50,1,2557391985.473
73.293,0,73.293,60,1,3124811851.172
73.293,0,73.293,70,1,3482172853.145
73.293,0,73.293,80,1,3579598929.59
73.293,0,73.293,90,1,3410614718.575
73.293,0,73.293,100,1,3011166976.371
73.293,0,73.293,110,1,2451065349.133
73.293,0,73.293,120,1,1819582816.052
73.293,0,73.293,130,0,1208016082.168
73.293,0,73.293,140,0,692534523.32
73.293,0,73.293,150,0,320547180.709
73.293,0,73.293,160,0,103114554.097
73.293,0,73.293,170,0,14798310.58
73.293,0,135.364,0,1,0.0
73.293,0,135.364,10,1,292397814.694
73.293,0,135.364,20,1,1121485062.094
73.293,0,135.364,30,1,2351293962.678
73.293,0,135.364,40,1,3781526958.761
73.293,0,135.364,50,1,5182002663.278
73.293,0,135.364,60,1,6331783381.403
73.293,0,135.364,70,1,7055941883.139
73.293,0,135.364,80,1,7253413445.402
73.293,0,135.364,90,1,6911072006.775
73.293,0,135.364,100,1,6101747769.464
73.293,0,135.364,110,1,4966884887.087
73.293,0,135.364,120,1,3687365435.956
73.293,0,135.364,130,0,2448173556.31
73.293,0,135.364,140,0,1403644140.973
73.293,0,135.364,150,0,649839635.665
73.293,0,135.364,160,0,209174504.729
73.293,0,135.364,170,0,30107355.227
73.293,0,250.0,0,1,0.0
73.293,0,250.0,10,1,701962917.77
73.293,0,250.0,20,1,2692364936.014
73.293,0,250.0,30,1,5644791652.914
73.293,0,250.0,40,1,9078393468.923
73.293,0,250.0,50,1,12440578211.378
73.293,0,250.0,60,1,15200942839.319
73.293,0,250.0,70,1,16939537957.386
73.293,0,250.0,80,1,17413731346.868
73.293,0,250.0,90,1,16592000577.206
73.293,0,250.0,100,1,14649174785.586
73.293,0,250.0,110,1,11924802748.166
73.293,0,250.0,120,1,8853112319.497
73.293,0,250.0,130,1,5878182149.544
73.293,0,250.0,140,0,3370516456.825
73.293,0,250.0,150,0,1560731542.925
73.293,0,250.0,160,0,502643993.429
73.293,0,250.0,170,0,72524986.206
135.364,0,1.0,0,0,0.0
135.364,0,1.0,10,0,783223488.976
135.364,0,1.0,20,0,3003869878.441
135.364,0,1.0,30,0,6297286244.727
135.364,0,1.0,40,0,10126366527.533
135.364,0,1.0,50,0,13874017761.556
135.364,0,1.0,60,0,16948173569.09
135.364,0,1.0,70,0,18880437967.02
135.364,0,1.0,80,0,19400758660.958
135.364,0,1.0,90,0,18475081833.996
135.364,0,1.0,100,0,16299872497.22
135.364,0,1.0,110,0,13255397252.384
135.364,0,1.0,120,0,9827263371.093
135.364,0,1.0,130,0,6511475051.593
135.364,0,1.0,140,0,3721136661.463
135.364,0,1.0,150,0,1712381513.746
